model_tag,model,item_id,condition,prompt,margin,pass_margin_gt_0,pass_margin_gt_1
qwen25_3b,Qwen2.5-3B,agr_0189,SP,The operator of the consortiums in question,1.859375,True,True
qwen25_3b,Qwen2.5-3B,agr_0189,PS,The operators of the consortium in question,5.1796875,True,True
qwen25_3b,Qwen2.5-3B,agr_0189,PP,The operators of the consortiums in question,7.140625,True,True
qwen25_3b,Qwen2.5-3B,agr_0190,SS,The consultant of the corporation in question,5.75,True,True
qwen25_3b,Qwen2.5-3B,agr_0190,SP,The consultant of the corporations in question,1.40625,True,True
qwen25_3b,Qwen2.5-3B,agr_0190,PS,The consultants of the corporation in question,4.6015625,True,True
qwen25_3b,Qwen2.5-3B,agr_0190,PP,The consultants of the corporations in question,6.0078125,True,True
qwen25_3b,Qwen2.5-3B,agr_0191,SS,The examiner of the laboratory in question,6.3828125,True,True
qwen25_3b,Qwen2.5-3B,agr_0191,SP,The examiner of the laboratories in question,2.8125,True,True
qwen25_3b,Qwen2.5-3B,agr_0191,PS,The examiners of the laboratory in question,4.7265625,True,True
qwen25_3b,Qwen2.5-3B,agr_0191,PP,The examiners of the laboratories in question,6.296875,True,True
qwen25_3b,Qwen2.5-3B,agr_0192,SS,The doctor of the federation in question,5.2578125,True,True
qwen25_3b,Qwen2.5-3B,agr_0192,SP,The doctor of the federations in question,1.203125,True,True
qwen25_3b,Qwen2.5-3B,agr_0192,PS,The doctors of the federation in question,4.9375,True,True
qwen25_3b,Qwen2.5-3B,agr_0192,PP,The doctors of the federations in question,6.9765625,True,True
qwen25_3b,Qwen2.5-3B,agr_0193,SS,The leader of the foundation in question,8.4375,True,True
qwen25_3b,Qwen2.5-3B,agr_0193,SP,The leader of the foundations in question,4.421875,True,True
qwen25_3b,Qwen2.5-3B,agr_0193,PS,The leaders of the foundation in question,3.953125,True,True
qwen25_3b,Qwen2.5-3B,agr_0193,PP,The leaders of the foundations in question,7.09375,True,True
qwen25_3b,Qwen2.5-3B,agr_0194,SS,The planner of the coalition in question,6.5,True,True
qwen25_3b,Qwen2.5-3B,agr_0194,SP,The planner of the coalitions in question,3.375,True,True
qwen25_3b,Qwen2.5-3B,agr_0194,PS,The planners of the coalition in question,6.1015625,True,True
qwen25_3b,Qwen2.5-3B,agr_0194,PP,The planners of the coalitions in question,7.640625,True,True
qwen25_3b,Qwen2.5-3B,agr_0195,SS,The examiner of the corporation in question,5.4140625,True,True
qwen25_3b,Qwen2.5-3B,agr_0195,SP,The examiner of the corporations in question,2.296875,True,True
qwen25_3b,Qwen2.5-3B,agr_0195,PS,The examiners of the corporation in question,4.84375,True,True
qwen25_3b,Qwen2.5-3B,agr_0195,PP,The examiners of the corporations in question,6.125,True,True
qwen25_3b,Qwen2.5-3B,agr_0196,SS,The lecturer of the centre in question,6.7421875,True,True
qwen25_3b,Qwen2.5-3B,agr_0196,SP,The lecturer of the centres in question,2.53125,True,True
qwen25_3b,Qwen2.5-3B,agr_0196,PS,The lecturers of the centre in question,5.53125,True,True
qwen25_3b,Qwen2.5-3B,agr_0196,PP,The lecturers of the centres in question,7.5703125,True,True
qwen25_3b,Qwen2.5-3B,agr_0197,SS,The technician of the partnership in question,6.4765625,True,True
qwen25_3b,Qwen2.5-3B,agr_0197,SP,The technician of the partnerships in question,2.734375,True,True
qwen25_3b,Qwen2.5-3B,agr_0197,PS,The technicians of the partnership in question,5.828125,True,True
qwen25_3b,Qwen2.5-3B,agr_0197,PP,The technicians of the partnerships in question,7.59375,True,True
qwen25_3b,Qwen2.5-3B,agr_0198,SS,The instructor of the hospital in question,7.7890625,True,True
qwen25_3b,Qwen2.5-3B,agr_0198,SP,The instructor of the hospitals in question,2.1875,True,True
qwen25_3b,Qwen2.5-3B,agr_0198,PS,The instructors of the hospital in question,4.0859375,True,True
qwen25_3b,Qwen2.5-3B,agr_0198,PP,The instructors of the hospitals in question,5.453125,True,True
qwen25_3b,Qwen2.5-3B,agr_0199,SS,The instructor of the federation in question,7.1953125,True,True
qwen25_3b,Qwen2.5-3B,agr_0199,SP,The instructor of the federations in question,1.921875,True,True
qwen25_3b,Qwen2.5-3B,agr_0199,PS,The instructors of the federation in question,4.6171875,True,True
qwen25_3b,Qwen2.5-3B,agr_0199,PP,The instructors of the federations in question,6.671875,True,True
qwen25_3b,Qwen2.5-3B,agr_0200,SS,The manager of the sector in question,7.0234375,True,True
qwen25_3b,Qwen2.5-3B,agr_0200,SP,The manager of the sectors in question,2.875,True,True
qwen25_3b,Qwen2.5-3B,agr_0200,PS,The managers of the sector in question,4.65625,True,True
qwen25_3b,Qwen2.5-3B,agr_0200,PP,The managers of the sectors in question,7.171875,True,True
qwen25_3b,Qwen2.5-3B,agr_0201,SS,The reporter of the laboratory in question,5.375,True,True
qwen25_3b,Qwen2.5-3B,agr_0201,SP,The reporter of the laboratories in question,1.328125,True,True
qwen25_3b,Qwen2.5-3B,agr_0201,PS,The reporters of the laboratory in question,4.1484375,True,True
qwen25_3b,Qwen2.5-3B,agr_0201,PP,The reporters of the laboratories in question,5.921875,True,True
qwen25_3b,Qwen2.5-3B,agr_0202,SS,The lecturer of the company in question,5.6015625,True,True
qwen25_3b,Qwen2.5-3B,agr_0202,SP,The lecturer of the companies in question,1.921875,True,True
qwen25_3b,Qwen2.5-3B,agr_0202,PS,The lecturers of the company in question,4.25,True,True
qwen25_3b,Qwen2.5-3B,agr_0202,PP,The lecturers of the companies in question,6.5625,True,True
qwen25_3b,Qwen2.5-3B,agr_0203,SS,The reporter of the alliance in question,5.3828125,True,True
qwen25_3b,Qwen2.5-3B,agr_0203,SP,The reporter of the alliances in question,2.1875,True,True
qwen25_3b,Qwen2.5-3B,agr_0203,PS,The reporters of the alliance in question,4.5703125,True,True
qwen25_3b,Qwen2.5-3B,agr_0203,PP,The reporters of the alliances in question,5.921875,True,True
qwen25_3b,Qwen2.5-3B,agr_0204,SS,The worker of the alliance in question,3.59375,True,True
qwen25_3b,Qwen2.5-3B,agr_0204,SP,The worker of the alliances in question,0.703125,True,False
qwen25_3b,Qwen2.5-3B,agr_0204,PS,The workers of the alliance in question,5.15625,True,True
qwen25_3b,Qwen2.5-3B,agr_0204,PP,The workers of the alliances in question,6.546875,True,True
qwen25_3b,Qwen2.5-3B,agr_0205,SS,The analyst of the network in question,6.296875,True,True
qwen25_3b,Qwen2.5-3B,agr_0205,SP,The analyst of the networks in question,2.296875,True,True
qwen25_3b,Qwen2.5-3B,agr_0205,PS,The analysts of the network in question,5.7890625,True,True
qwen25_3b,Qwen2.5-3B,agr_0205,PP,The analysts of the networks in question,7.1171875,True,True
qwen25_3b,Qwen2.5-3B,agr_0206,SS,The examiner of the platform in question,6.265625,True,True
qwen25_3b,Qwen2.5-3B,agr_0206,SP,The examiner of the platforms in question,3.1640625,True,True
qwen25_3b,Qwen2.5-3B,agr_0206,PS,The examiners of the platform in question,4.3359375,True,True
qwen25_3b,Qwen2.5-3B,agr_0206,PP,The examiners of the platforms in question,5.6953125,True,True
qwen25_3b,Qwen2.5-3B,agr_0207,SS,The coordinator of the school in question,6.8046875,True,True
qwen25_3b,Qwen2.5-3B,agr_0207,SP,The coordinator of the schools in question,2.28125,True,True
qwen25_3b,Qwen2.5-3B,agr_0207,PS,The coordinators of the school in question,5.2109375,True,True
qwen25_3b,Qwen2.5-3B,agr_0207,PP,The coordinators of the schools in question,6.6328125,True,True
qwen25_3b,Qwen2.5-3B,agr_0208,SS,The assistant of the board in question,4.921875,True,True
qwen25_3b,Qwen2.5-3B,agr_0208,SP,The assistant of the boards in question,1.046875,True,True
qwen25_3b,Qwen2.5-3B,agr_0208,PS,The assistants of the board in question,3.875,True,True
qwen25_3b,Qwen2.5-3B,agr_0208,PP,The assistants of the boards in question,6.0859375,True,True
qwen25_3b,Qwen2.5-3B,agr_0209,SS,The engineer of the club in question,7.375,True,True
qwen25_3b,Qwen2.5-3B,agr_0209,SP,The engineer of the clubs in question,1.8125,True,True
qwen25_3b,Qwen2.5-3B,agr_0209,PS,The engineers of the club in question,5.71875,True,True
qwen25_3b,Qwen2.5-3B,agr_0209,PP,The engineers of the clubs in question,6.84375,True,True
qwen25_3b,Qwen2.5-3B,agr_0210,SS,The accountant of the board in question,6.578125,True,True
qwen25_3b,Qwen2.5-3B,agr_0210,SP,The accountant of the boards in question,2.6953125,True,True
qwen25_3b,Qwen2.5-3B,agr_0210,PS,The accountants of the board in question,4.234375,True,True
qwen25_3b,Qwen2.5-3B,agr_0210,PP,The accountants of the boards in question,5.9609375,True,True
qwen25_3b,Qwen2.5-3B,agr_0211,SS,The technician of the platform in question,6.25,True,True
qwen25_3b,Qwen2.5-3B,agr_0211,SP,The technician of the platforms in question,2.375,True,True
qwen25_3b,Qwen2.5-3B,agr_0211,PS,The technicians of the platform in question,5.15625,True,True
qwen25_3b,Qwen2.5-3B,agr_0211,PP,The technicians of the platforms in question,7.0546875,True,True
qwen25_3b,Qwen2.5-3B,agr_0212,SS,The artist of the enterprise in question,5.0859375,True,True
qwen25_3b,Qwen2.5-3B,agr_0212,SP,The artist of the enterprises in question,1.984375,True,True
qwen25_3b,Qwen2.5-3B,agr_0212,PS,The artists of the enterprise in question,4.5078125,True,True
qwen25_3b,Qwen2.5-3B,agr_0212,PP,The artists of the enterprises in question,6.5,True,True
qwen25_3b,Qwen2.5-3B,agr_0213,SS,The lecturer of the consortium in question,5.8203125,True,True
qwen25_3b,Qwen2.5-3B,agr_0213,SP,The lecturer of the consortiums in question,2.0,True,True
qwen25_3b,Qwen2.5-3B,agr_0213,PS,The lecturers of the consortium in question,5.9921875,True,True
qwen25_3b,Qwen2.5-3B,agr_0213,PP,The lecturers of the consortiums in question,7.1796875,True,True
qwen25_3b,Qwen2.5-3B,agr_0214,SS,The builder of the laboratory in question,8.34375,True,True
qwen25_3b,Qwen2.5-3B,agr_0214,SP,The builder of the laboratories in question,6.46875,True,True
qwen25_3b,Qwen2.5-3B,agr_0214,PS,The builders of the laboratory in question,6.3125,True,True
qwen25_3b,Qwen2.5-3B,agr_0214,PP,The builders of the laboratories in question,6.9453125,True,True
qwen25_3b,Qwen2.5-3B,agr_0215,SS,The driver of the platform in question,6.4921875,True,True
qwen25_3b,Qwen2.5-3B,agr_0215,SP,The driver of the platforms in question,0.125,True,False
qwen25_3b,Qwen2.5-3B,agr_0215,PS,The drivers of the platform in question,3.109375,True,True
qwen25_3b,Qwen2.5-3B,agr_0215,PP,The drivers of the platforms in question,5.390625,True,True
qwen25_3b,Qwen2.5-3B,agr_0216,SS,The commissioner of the consortium in question,7.5390625,True,True
qwen25_3b,Qwen2.5-3B,agr_0216,SP,The commissioner of the consortiums in question,2.03125,True,True
qwen25_3b,Qwen2.5-3B,agr_0216,PS,The commissioners of the consortium in question,3.9921875,True,True
qwen25_3b,Qwen2.5-3B,agr_0216,PP,The commissioners of the consortiums in question,5.9296875,True,True
qwen25_3b,Qwen2.5-3B,agr_0217,SS,The advisor of the ministry in question,5.90625,True,True
qwen25_3b,Qwen2.5-3B,agr_0217,SP,The advisor of the ministries in question,1.640625,True,True
qwen25_3b,Qwen2.5-3B,agr_0217,PS,The advisors of the ministry in question,4.703125,True,True
qwen25_3b,Qwen2.5-3B,agr_0217,PP,The advisors of the ministries in question,6.7578125,True,True
qwen25_3b,Qwen2.5-3B,agr_0218,SS,The member of the network in question,3.015625,True,True
qwen25_3b,Qwen2.5-3B,agr_0218,SP,The member of the networks in question,0.296875,True,False
qwen25_3b,Qwen2.5-3B,agr_0218,PS,The members of the network in question,4.546875,True,True
qwen25_3b,Qwen2.5-3B,agr_0218,PP,The members of the networks in question,7.109375,True,True
qwen25_3b,Qwen2.5-3B,agr_0219,SS,The author of the forum in question,6.8359375,True,True
qwen25_3b,Qwen2.5-3B,agr_0219,SP,The author of the forums in question,3.09375,True,True
qwen25_3b,Qwen2.5-3B,agr_0219,PS,The authors of the forum in question,4.4609375,True,True
qwen25_3b,Qwen2.5-3B,agr_0219,PP,The authors of the forums in question,5.0625,True,True
qwen25_3b,Qwen2.5-3B,agr_0220,SS,The scientist of the partnership in question,3.1640625,True,True
qwen25_3b,Qwen2.5-3B,agr_0220,SP,The scientist of the partnerships in question,1.78125,True,True
qwen25_3b,Qwen2.5-3B,agr_0220,PS,The scientists of the partnership in question,6.3515625,True,True
qwen25_3b,Qwen2.5-3B,agr_0220,PP,The scientists of the partnerships in question,8.4296875,True,True
qwen25_3b,Qwen2.5-3B,agr_0221,SS,The inspector of the facility in question,7.1328125,True,True
qwen25_3b,Qwen2.5-3B,agr_0221,SP,The inspector of the facilities in question,3.53125,True,True
qwen25_3b,Qwen2.5-3B,agr_0221,PS,The inspectors of the facility in question,5.0,True,True
qwen25_3b,Qwen2.5-3B,agr_0221,PP,The inspectors of the facilities in question,5.453125,True,True
qwen25_3b,Qwen2.5-3B,agr_0222,SS,The lecturer of the project in question,6.984375,True,True
qwen25_3b,Qwen2.5-3B,agr_0222,SP,The lecturer of the projects in question,3.515625,True,True
qwen25_3b,Qwen2.5-3B,agr_0222,PS,The lecturers of the project in question,5.1796875,True,True
qwen25_3b,Qwen2.5-3B,agr_0222,PP,The lecturers of the projects in question,7.1875,True,True
qwen25_3b,Qwen2.5-3B,agr_0223,SS,The student of the ministry in question,5.8984375,True,True
qwen25_3b,Qwen2.5-3B,agr_0223,SP,The student of the ministries in question,1.40625,True,True
qwen25_3b,Qwen2.5-3B,agr_0223,PS,The students of the ministry in question,4.2734375,True,True
qwen25_3b,Qwen2.5-3B,agr_0223,PP,The students of the ministries in question,6.7890625,True,True
qwen25_3b,Qwen2.5-3B,agr_0224,SS,The accountant of the firm in question,7.53125,True,True
qwen25_3b,Qwen2.5-3B,agr_0224,SP,The accountant of the firms in question,1.453125,True,True
qwen25_3b,Qwen2.5-3B,agr_0224,PS,The accountants of the firm in question,5.453125,True,True
qwen25_3b,Qwen2.5-3B,agr_0224,PP,The accountants of the firms in question,6.7734375,True,True
qwen25_3b,Qwen2.5-3B,agr_0225,SS,The scientist of the authority in question,2.8203125,True,True
qwen25_3b,Qwen2.5-3B,agr_0225,SP,The scientist of the authorities in question,1.1875,True,True
qwen25_3b,Qwen2.5-3B,agr_0225,PS,The scientists of the authority in question,5.7109375,True,True
qwen25_3b,Qwen2.5-3B,agr_0225,PP,The scientists of the authorities in question,5.984375,True,True
qwen25_3b,Qwen2.5-3B,agr_0226,SS,The editor of the branch in question,6.828125,True,True
qwen25_3b,Qwen2.5-3B,agr_0226,SP,The editor of the branches in question,2.015625,True,True
qwen25_3b,Qwen2.5-3B,agr_0226,PS,The editors of the branch in question,4.3671875,True,True
qwen25_3b,Qwen2.5-3B,agr_0226,PP,The editors of the branches in question,6.2578125,True,True
qwen25_3b,Qwen2.5-3B,agr_0227,SS,The operator of the board in question,6.6796875,True,True
qwen25_3b,Qwen2.5-3B,agr_0227,SP,The operator of the boards in question,3.21875,True,True
qwen25_3b,Qwen2.5-3B,agr_0227,PS,The operators of the board in question,3.734375,True,True
qwen25_3b,Qwen2.5-3B,agr_0227,PP,The operators of the boards in question,6.375,True,True
qwen25_3b,Qwen2.5-3B,agr_0228,SS,The lecturer of the office in question,7.0625,True,True
qwen25_3b,Qwen2.5-3B,agr_0228,SP,The lecturer of the offices in question,3.203125,True,True
qwen25_3b,Qwen2.5-3B,agr_0228,PS,The lecturers of the office in question,4.6796875,True,True
qwen25_3b,Qwen2.5-3B,agr_0228,PP,The lecturers of the offices in question,6.4140625,True,True
qwen25_3b,Qwen2.5-3B,agr_0229,SS,The director of the committee in question,5.9609375,True,True
qwen25_3b,Qwen2.5-3B,agr_0229,SP,The director of the committees in question,1.734375,True,True
qwen25_3b,Qwen2.5-3B,agr_0229,PS,The directors of the committee in question,5.296875,True,True
qwen25_3b,Qwen2.5-3B,agr_0229,PP,The directors of the committees in question,7.0703125,True,True
qwen25_3b,Qwen2.5-3B,agr_0230,SS,The advisor of the firm in question,5.8046875,True,True
qwen25_3b,Qwen2.5-3B,agr_0230,SP,The advisor of the firms in question,1.140625,True,True
qwen25_3b,Qwen2.5-3B,agr_0230,PS,The advisors of the firm in question,3.9609375,True,True
qwen25_3b,Qwen2.5-3B,agr_0230,PP,The advisors of the firms in question,6.34375,True,True
qwen25_3b,Qwen2.5-3B,agr_0231,SS,The planner of the office in question,7.40625,True,True
qwen25_3b,Qwen2.5-3B,agr_0231,SP,The planner of the offices in question,5.4296875,True,True
qwen25_3b,Qwen2.5-3B,agr_0231,PS,The planners of the office in question,5.859375,True,True
qwen25_3b,Qwen2.5-3B,agr_0231,PP,The planners of the offices in question,6.4375,True,True
qwen25_3b,Qwen2.5-3B,agr_0232,SS,The doctor of the club in question,5.7578125,True,True
qwen25_3b,Qwen2.5-3B,agr_0232,SP,The doctor of the clubs in question,2.15625,True,True
qwen25_3b,Qwen2.5-3B,agr_0232,PS,The doctors of the club in question,4.484375,True,True
qwen25_3b,Qwen2.5-3B,agr_0232,PP,The doctors of the clubs in question,5.984375,True,True
qwen25_3b,Qwen2.5-3B,agr_0233,SS,The officer of the school in question,6.296875,True,True
qwen25_3b,Qwen2.5-3B,agr_0233,SP,The officer of the schools in question,1.78125,True,True
qwen25_3b,Qwen2.5-3B,agr_0233,PS,The officers of the school in question,3.7734375,True,True
qwen25_3b,Qwen2.5-3B,agr_0233,PP,The officers of the schools in question,6.1484375,True,True
qwen25_3b,Qwen2.5-3B,agr_0234,SS,The analyst of the corporation in question,6.1953125,True,True
qwen25_3b,Qwen2.5-3B,agr_0234,SP,The analyst of the corporations in question,1.9921875,True,True
qwen25_3b,Qwen2.5-3B,agr_0234,PS,The analysts of the corporation in question,5.625,True,True
qwen25_3b,Qwen2.5-3B,agr_0234,PP,The analysts of the corporations in question,6.6484375,True,True
qwen25_3b,Qwen2.5-3B,agr_0235,SS,The examiner of the centre in question,5.59375,True,True
qwen25_3b,Qwen2.5-3B,agr_0235,SP,The examiner of the centres in question,2.328125,True,True
qwen25_3b,Qwen2.5-3B,agr_0235,PS,The examiners of the centre in question,5.203125,True,True
qwen25_3b,Qwen2.5-3B,agr_0235,PP,The examiners of the centres in question,6.4609375,True,True
qwen25_3b,Qwen2.5-3B,agr_0236,SS,The builder of the platform in question,7.4453125,True,True
qwen25_3b,Qwen2.5-3B,agr_0236,SP,The builder of the platforms in question,5.015625,True,True
qwen25_3b,Qwen2.5-3B,agr_0236,PS,The builders of the platform in question,5.3359375,True,True
qwen25_3b,Qwen2.5-3B,agr_0236,PP,The builders of the platforms in question,6.578125,True,True
qwen25_3b,Qwen2.5-3B,agr_0237,SS,The director of the institution in question,7.1875,True,True
qwen25_3b,Qwen2.5-3B,agr_0237,SP,The director of the institutions in question,1.40625,True,True
qwen25_3b,Qwen2.5-3B,agr_0237,PS,The directors of the institution in question,4.9609375,True,True
qwen25_3b,Qwen2.5-3B,agr_0237,PP,The directors of the institutions in question,7.1328125,True,True
qwen25_3b,Qwen2.5-3B,agr_0238,SS,The developer of the program in question,6.5390625,True,True
qwen25_3b,Qwen2.5-3B,agr_0238,SP,The developer of the programs in question,3.484375,True,True
qwen25_3b,Qwen2.5-3B,agr_0238,PS,The developers of the program in question,5.0546875,True,True
qwen25_3b,Qwen2.5-3B,agr_0238,PP,The developers of the programs in question,6.6328125,True,True
qwen25_3b,Qwen2.5-3B,agr_0239,SS,The assistant of the firm in question,4.3828125,True,True
qwen25_3b,Qwen2.5-3B,agr_0239,SP,The assistant of the firms in question,0.4375,True,False
qwen25_3b,Qwen2.5-3B,agr_0239,PS,The assistants of the firm in question,4.0625,True,True
qwen25_3b,Qwen2.5-3B,agr_0239,PP,The assistants of the firms in question,6.2265625,True,True
qwen25_3b,Qwen2.5-3B,agr_0240,SS,The auditor of the centre in question,6.375,True,True
qwen25_3b,Qwen2.5-3B,agr_0240,SP,The auditor of the centres in question,2.8046875,True,True
qwen25_3b,Qwen2.5-3B,agr_0240,PS,The auditors of the centre in question,5.5546875,True,True
qwen25_3b,Qwen2.5-3B,agr_0240,PP,The auditors of the centres in question,6.6484375,True,True
qwen25_3b,Qwen2.5-3B,agr_0241,SS,The lawyer of the region in question,4.9375,True,True
qwen25_3b,Qwen2.5-3B,agr_0241,SP,The lawyer of the regions in question,1.71875,True,True
qwen25_3b,Qwen2.5-3B,agr_0241,PS,The lawyers of the region in question,4.5390625,True,True
qwen25_3b,Qwen2.5-3B,agr_0241,PP,The lawyers of the regions in question,7.359375,True,True
qwen25_3b,Qwen2.5-3B,agr_0242,SS,The examiner of the facility in question,5.703125,True,True
qwen25_3b,Qwen2.5-3B,agr_0242,SP,The examiner of the facilities in question,3.9609375,True,True
qwen25_3b,Qwen2.5-3B,agr_0242,PS,The examiners of the facility in question,4.03125,True,True
qwen25_3b,Qwen2.5-3B,agr_0242,PP,The examiners of the facilities in question,4.8671875,True,True
qwen25_3b,Qwen2.5-3B,agr_0243,SS,The teacher of the unit in question,7.21875,True,True
qwen25_3b,Qwen2.5-3B,agr_0243,SP,The teacher of the units in question,4.3828125,True,True
qwen25_3b,Qwen2.5-3B,agr_0243,PS,The teachers of the unit in question,3.6015625,True,True
qwen25_3b,Qwen2.5-3B,agr_0243,PP,The teachers of the units in question,5.546875,True,True
qwen25_3b,Qwen2.5-3B,agr_0244,SS,The author of the centre in question,6.3359375,True,True
qwen25_3b,Qwen2.5-3B,agr_0244,SP,The author of the centres in question,0.875,True,False
qwen25_3b,Qwen2.5-3B,agr_0244,PS,The authors of the centre in question,5.3359375,True,True
qwen25_3b,Qwen2.5-3B,agr_0244,PP,The authors of the centres in question,6.8671875,True,True
qwen25_3b,Qwen2.5-3B,agr_0245,SS,The coordinator of the project in question,7.1953125,True,True
qwen25_3b,Qwen2.5-3B,agr_0245,SP,The coordinator of the projects in question,3.828125,True,True
qwen25_3b,Qwen2.5-3B,agr_0245,PS,The coordinators of the project in question,5.0,True,True
qwen25_3b,Qwen2.5-3B,agr_0245,PP,The coordinators of the projects in question,7.3828125,True,True
qwen25_3b,Qwen2.5-3B,agr_0246,SS,The accountant of the panel in question,6.6953125,True,True
qwen25_3b,Qwen2.5-3B,agr_0246,SP,The accountant of the panels in question,2.109375,True,True
qwen25_3b,Qwen2.5-3B,agr_0246,PS,The accountants of the panel in question,4.6640625,True,True
qwen25_3b,Qwen2.5-3B,agr_0246,PP,The accountants of the panels in question,5.3984375,True,True
qwen25_3b,Qwen2.5-3B,agr_0247,SS,The analyst of the project in question,6.8125,True,True
qwen25_3b,Qwen2.5-3B,agr_0247,SP,The analyst of the projects in question,2.609375,True,True
qwen25_3b,Qwen2.5-3B,agr_0247,PS,The analysts of the project in question,5.4765625,True,True
qwen25_3b,Qwen2.5-3B,agr_0247,PP,The analysts of the projects in question,6.53125,True,True
qwen25_3b,Qwen2.5-3B,agr_0248,SS,The journalist of the authority in question,4.578125,True,True
qwen25_3b,Qwen2.5-3B,agr_0248,SP,The journalist of the authorities in question,2.8203125,True,True
qwen25_3b,Qwen2.5-3B,agr_0248,PS,The journalists of the authority in question,4.8203125,True,True
qwen25_3b,Qwen2.5-3B,agr_0248,PP,The journalists of the authorities in question,5.3984375,True,True
qwen25_3b,Qwen2.5-3B,agr_0249,SS,The worker of the ministry in question,4.0078125,True,True
qwen25_3b,Qwen2.5-3B,agr_0249,SP,The worker of the ministries in question,0.84375,True,False
qwen25_3b,Qwen2.5-3B,agr_0249,PS,The workers of the ministry in question,5.03125,True,True
qwen25_3b,Qwen2.5-3B,agr_0249,PP,The workers of the ministries in question,6.65625,True,True
qwen25_3b,Qwen2.5-3B,agr_0250,SS,The professor of the panel in question,6.9140625,True,True
qwen25_3b,Qwen2.5-3B,agr_0250,SP,The professor of the panels in question,2.75,True,True
qwen25_3b,Qwen2.5-3B,agr_0250,PS,The professors of the panel in question,4.796875,True,True
qwen25_3b,Qwen2.5-3B,agr_0250,PP,The professors of the panels in question,6.15625,True,True
qwen25_3b,Qwen2.5-3B,agr_0251,SS,The evaluator of the centre in question,5.4765625,True,True
qwen25_3b,Qwen2.5-3B,agr_0251,SP,The evaluator of the centres in question,2.25,True,True
qwen25_3b,Qwen2.5-3B,agr_0251,PS,The evaluators of the centre in question,6.015625,True,True
qwen25_3b,Qwen2.5-3B,agr_0251,PP,The evaluators of the centres in question,7.1953125,True,True
qwen25_3b,Qwen2.5-3B,agr_0252,SS,The journalist of the college in question,4.3515625,True,True
qwen25_3b,Qwen2.5-3B,agr_0252,SP,The journalist of the colleges in question,0.8125,True,False
qwen25_3b,Qwen2.5-3B,agr_0252,PS,The journalists of the college in question,4.859375,True,True
qwen25_3b,Qwen2.5-3B,agr_0252,PP,The journalists of the colleges in question,6.5625,True,True
qwen25_3b,Qwen2.5-3B,agr_0253,SS,The administrator of the office in question,6.5859375,True,True
qwen25_3b,Qwen2.5-3B,agr_0253,SP,The administrator of the offices in question,3.234375,True,True
qwen25_3b,Qwen2.5-3B,agr_0253,PS,The administrators of the office in question,4.9375,True,True
qwen25_3b,Qwen2.5-3B,agr_0253,PP,The administrators of the offices in question,6.515625,True,True
qwen25_3b,Qwen2.5-3B,agr_0254,SS,The director of the network in question,7.21875,True,True
qwen25_3b,Qwen2.5-3B,agr_0254,SP,The director of the networks in question,1.90625,True,True
qwen25_3b,Qwen2.5-3B,agr_0254,PS,The directors of the network in question,4.984375,True,True
qwen25_3b,Qwen2.5-3B,agr_0254,PP,The directors of the networks in question,6.859375,True,True
qwen25_3b,Qwen2.5-3B,agr_0255,SS,The planner of the forum in question,6.9765625,True,True
qwen25_3b,Qwen2.5-3B,agr_0255,SP,The planner of the forums in question,5.046875,True,True
qwen25_3b,Qwen2.5-3B,agr_0255,PS,The planners of the forum in question,6.6953125,True,True
qwen25_3b,Qwen2.5-3B,agr_0255,PP,The planners of the forums in question,7.4921875,True,True
qwen25_3b,Qwen2.5-3B,agr_0256,SS,The advisor of the forum in question,6.40625,True,True
qwen25_3b,Qwen2.5-3B,agr_0256,SP,The advisor of the forums in question,3.484375,True,True
qwen25_3b,Qwen2.5-3B,agr_0256,PS,The advisors of the forum in question,4.78125,True,True
qwen25_3b,Qwen2.5-3B,agr_0256,PP,The advisors of the forums in question,5.4375,True,True
qwen25_3b,Qwen2.5-3B,agr_0257,SS,The employee of the institution in question,6.328125,True,True
qwen25_3b,Qwen2.5-3B,agr_0257,SP,The employee of the institutions in question,0.296875,True,False
qwen25_3b,Qwen2.5-3B,agr_0257,PS,The employees of the institution in question,5.0078125,True,True
qwen25_3b,Qwen2.5-3B,agr_0257,PP,The employees of the institutions in question,6.9296875,True,True
qwen25_3b,Qwen2.5-3B,agr_0258,SS,The scientist of the division in question,2.84375,True,True
qwen25_3b,Qwen2.5-3B,agr_0258,SP,The scientist of the divisions in question,0.640625,True,False
qwen25_3b,Qwen2.5-3B,agr_0258,PS,The scientists of the division in question,6.640625,True,True
qwen25_3b,Qwen2.5-3B,agr_0258,PP,The scientists of the divisions in question,7.953125,True,True
qwen25_3b,Qwen2.5-3B,agr_0259,SS,The painter of the board in question,7.15625,True,True
qwen25_3b,Qwen2.5-3B,agr_0259,SP,The painter of the boards in question,5.765625,True,True
qwen25_3b,Qwen2.5-3B,agr_0259,PS,The painters of the board in question,3.484375,True,True
qwen25_3b,Qwen2.5-3B,agr_0259,PP,The painters of the boards in question,5.1796875,True,True
qwen25_3b,Qwen2.5-3B,agr_0260,SS,The author of the network in question,6.828125,True,True
qwen25_3b,Qwen2.5-3B,agr_0260,SP,The author of the networks in question,1.796875,True,True
qwen25_3b,Qwen2.5-3B,agr_0260,PS,The authors of the network in question,4.34375,True,True
qwen25_3b,Qwen2.5-3B,agr_0260,PP,The authors of the networks in question,5.8671875,True,True
qwen25_3b,Qwen2.5-3B,agr_0261,SS,The assistant of the laboratory in question,5.0078125,True,True
