item_id,base_item_index,template_id,verb_pair,subject_singular,subject_plural,distractor_singular,distractor_plural,condition,subject_number,distractor_number,prompt,singular_verb,plural_verb,correct_verb,wrong_verb,full_sentence_example,subject_token_start,subject_token_end,distractor_token_start,distractor_token_end,final_token_position,prompt_token_length
agr_0306,306,of_in_question,be_present,teacher,teachers,district,districts,SS,singular,singular,The teacher of the district in question,is,are,is,are,The teacher of the district in question is responsible for the decision.,1,1,4,4,6,7
agr_0306,306,of_in_question,be_present,teacher,teachers,district,districts,SP,singular,plural,The teacher of the districts in question,is,are,is,are,The teacher of the districts in question is responsible for the decision.,1,1,4,4,6,7
agr_0306,306,of_in_question,be_present,teacher,teachers,district,districts,PS,plural,singular,The teachers of the district in question,is,are,are,is,The teachers of the district in question are responsible for the decision.,1,1,4,4,6,7
agr_0306,306,of_in_question,be_present,teacher,teachers,district,districts,PP,plural,plural,The teachers of the districts in question,is,are,are,is,The teachers of the districts in question are responsible for the decision.,1,1,4,4,6,7
agr_0307,307,of_in_question,be_present,student,students,facility,facilities,SS,singular,singular,The student of the facility in question,is,are,is,are,The student of the facility in question is responsible for the decision.,1,1,4,4,6,7
agr_0307,307,of_in_question,be_present,student,students,facility,facilities,SP,singular,plural,The student of the facilities in question,is,are,is,are,The student of the facilities in question is responsible for the decision.,1,1,4,4,6,7
agr_0307,307,of_in_question,be_present,student,students,facility,facilities,PS,plural,singular,The students of the facility in question,is,are,are,is,The students of the facility in question are responsible for the decision.,1,1,4,4,6,7
agr_0307,307,of_in_question,be_present,student,students,facility,facilities,PP,plural,plural,The students of the facilities in question,is,are,are,is,The students of the facilities in question are responsible for the decision.,1,1,4,4,6,7
agr_0308,308,of_in_question,be_present,officer,officers,centre,centres,SS,singular,singular,The officer of the centre in question,is,are,is,are,The officer of the centre in question is responsible for the decision.,1,1,4,4,6,7
agr_0308,308,of_in_question,be_present,officer,officers,centre,centres,SP,singular,plural,The officer of the centres in question,is,are,is,are,The officer of the centres in question is responsible for the decision.,1,1,4,4,6,7
agr_0308,308,of_in_question,be_present,officer,officers,centre,centres,PS,plural,singular,The officers of the centre in question,is,are,are,is,The officers of the centre in question are responsible for the decision.,1,1,4,4,6,7
agr_0308,308,of_in_question,be_present,officer,officers,centre,centres,PP,plural,plural,The officers of the centres in question,is,are,are,is,The officers of the centres in question are responsible for the decision.,1,1,4,4,6,7
agr_0309,309,of_in_question,be_present,engineer,engineers,bureau,bureaus,SS,singular,singular,The engineer of the bureau in question,is,are,is,are,The engineer of the bureau in question is responsible for the decision.,1,1,4,4,6,7
agr_0309,309,of_in_question,be_present,engineer,engineers,bureau,bureaus,SP,singular,plural,The engineer of the bureaus in question,is,are,is,are,The engineer of the bureaus in question is responsible for the decision.,1,1,4,6,8,9
agr_0309,309,of_in_question,be_present,engineer,engineers,bureau,bureaus,PS,plural,singular,The engineers of the bureau in question,is,are,are,is,The engineers of the bureau in question are responsible for the decision.,1,1,4,4,6,7
agr_0309,309,of_in_question,be_present,engineer,engineers,bureau,bureaus,PP,plural,plural,The engineers of the bureaus in question,is,are,are,is,The engineers of the bureaus in question are responsible for the decision.,1,1,4,6,8,9
agr_0310,310,of_in_question,be_present,professor,professors,alliance,alliances,SS,singular,singular,The professor of the alliance in question,is,are,is,are,The professor of the alliance in question is responsible for the decision.,1,1,4,4,6,7
agr_0310,310,of_in_question,be_present,professor,professors,alliance,alliances,SP,singular,plural,The professor of the alliances in question,is,are,is,are,The professor of the alliances in question is responsible for the decision.,1,1,4,4,6,7
agr_0310,310,of_in_question,be_present,professor,professors,alliance,alliances,PS,plural,singular,The professors of the alliance in question,is,are,are,is,The professors of the alliance in question are responsible for the decision.,1,1,4,4,6,7
agr_0310,310,of_in_question,be_present,professor,professors,alliance,alliances,PP,plural,plural,The professors of the alliances in question,is,are,are,is,The professors of the alliances in question are responsible for the decision.,1,1,4,4,6,7
agr_0311,311,of_in_question,be_present,officer,officers,coalition,coalitions,SS,singular,singular,The officer of the coalition in question,is,are,is,are,The officer of the coalition in question is responsible for the decision.,1,1,4,4,6,7
agr_0311,311,of_in_question,be_present,officer,officers,coalition,coalitions,SP,singular,plural,The officer of the coalitions in question,is,are,is,are,The officer of the coalitions in question is responsible for the decision.,1,1,4,5,7,8
agr_0311,311,of_in_question,be_present,officer,officers,coalition,coalitions,PS,plural,singular,The officers of the coalition in question,is,are,are,is,The officers of the coalition in question are responsible for the decision.,1,1,4,4,6,7
agr_0311,311,of_in_question,be_present,officer,officers,coalition,coalitions,PP,plural,plural,The officers of the coalitions in question,is,are,are,is,The officers of the coalitions in question are responsible for the decision.,1,1,4,5,7,8
agr_0312,312,of_in_question,be_present,journalist,journalists,club,clubs,SS,singular,singular,The journalist of the club in question,is,are,is,are,The journalist of the club in question is responsible for the decision.,1,1,4,4,6,7
agr_0312,312,of_in_question,be_present,journalist,journalists,club,clubs,SP,singular,plural,The journalist of the clubs in question,is,are,is,are,The journalist of the clubs in question is responsible for the decision.,1,1,4,4,6,7
agr_0312,312,of_in_question,be_present,journalist,journalists,club,clubs,PS,plural,singular,The journalists of the club in question,is,are,are,is,The journalists of the club in question are responsible for the decision.,1,1,4,4,6,7
agr_0312,312,of_in_question,be_present,journalist,journalists,club,clubs,PP,plural,plural,The journalists of the clubs in question,is,are,are,is,The journalists of the clubs in question are responsible for the decision.,1,1,4,4,6,7
agr_0313,313,of_in_question,be_present,researcher,researchers,district,districts,SS,singular,singular,The researcher of the district in question,is,are,is,are,The researcher of the district in question is responsible for the decision.,1,1,4,4,6,7
agr_0313,313,of_in_question,be_present,researcher,researchers,district,districts,SP,singular,plural,The researcher of the districts in question,is,are,is,are,The researcher of the districts in question is responsible for the decision.,1,1,4,4,6,7
agr_0313,313,of_in_question,be_present,researcher,researchers,district,districts,PS,plural,singular,The researchers of the district in question,is,are,are,is,The researchers of the district in question are responsible for the decision.,1,1,4,4,6,7
agr_0313,313,of_in_question,be_present,researcher,researchers,district,districts,PP,plural,plural,The researchers of the districts in question,is,are,are,is,The researchers of the districts in question are responsible for the decision.,1,1,4,4,6,7
agr_0314,314,of_in_question,be_present,inspector,inspectors,corporation,corporations,SS,singular,singular,The inspector of the corporation in question,is,are,is,are,The inspector of the corporation in question is responsible for the decision.,1,1,4,4,6,7
agr_0314,314,of_in_question,be_present,inspector,inspectors,corporation,corporations,SP,singular,plural,The inspector of the corporations in question,is,are,is,are,The inspector of the corporations in question is responsible for the decision.,1,1,4,4,6,7
agr_0314,314,of_in_question,be_present,inspector,inspectors,corporation,corporations,PS,plural,singular,The inspectors of the corporation in question,is,are,are,is,The inspectors of the corporation in question are responsible for the decision.,1,1,4,4,6,7
agr_0314,314,of_in_question,be_present,inspector,inspectors,corporation,corporations,PP,plural,plural,The inspectors of the corporations in question,is,are,are,is,The inspectors of the corporations in question are responsible for the decision.,1,1,4,4,6,7
agr_0315,315,of_in_question,be_present,director,directors,sector,sectors,SS,singular,singular,The director of the sector in question,is,are,is,are,The director of the sector in question is responsible for the decision.,1,1,4,4,6,7
agr_0315,315,of_in_question,be_present,director,directors,sector,sectors,SP,singular,plural,The director of the sectors in question,is,are,is,are,The director of the sectors in question is responsible for the decision.,1,1,4,4,6,7
agr_0315,315,of_in_question,be_present,director,directors,sector,sectors,PS,plural,singular,The directors of the sector in question,is,are,are,is,The directors of the sector in question are responsible for the decision.,1,1,4,4,6,7
agr_0315,315,of_in_question,be_present,director,directors,sector,sectors,PP,plural,plural,The directors of the sectors in question,is,are,are,is,The directors of the sectors in question are responsible for the decision.,1,1,4,4,6,7
agr_0316,316,of_in_question,be_present,accountant,accountants,department,departments,SS,singular,singular,The accountant of the department in question,is,are,is,are,The accountant of the department in question is responsible for the decision.,1,1,4,4,6,7
agr_0316,316,of_in_question,be_present,accountant,accountants,department,departments,SP,singular,plural,The accountant of the departments in question,is,are,is,are,The accountant of the departments in question is responsible for the decision.,1,1,4,4,6,7
agr_0316,316,of_in_question,be_present,accountant,accountants,department,departments,PS,plural,singular,The accountants of the department in question,is,are,are,is,The accountants of the department in question are responsible for the decision.,1,2,5,5,7,8
agr_0316,316,of_in_question,be_present,accountant,accountants,department,departments,PP,plural,plural,The accountants of the departments in question,is,are,are,is,The accountants of the departments in question are responsible for the decision.,1,2,5,5,7,8
agr_0317,317,of_in_question,be_present,manager,managers,board,boards,SS,singular,singular,The manager of the board in question,is,are,is,are,The manager of the board in question is responsible for the decision.,1,1,4,4,6,7
agr_0317,317,of_in_question,be_present,manager,managers,board,boards,SP,singular,plural,The manager of the boards in question,is,are,is,are,The manager of the boards in question is responsible for the decision.,1,1,4,4,6,7
agr_0317,317,of_in_question,be_present,manager,managers,board,boards,PS,plural,singular,The managers of the board in question,is,are,are,is,The managers of the board in question are responsible for the decision.,1,1,4,4,6,7
agr_0317,317,of_in_question,be_present,manager,managers,board,boards,PP,plural,plural,The managers of the boards in question,is,are,are,is,The managers of the boards in question are responsible for the decision.,1,1,4,4,6,7
agr_0319,319,of_in_question,be_present,student,students,partnership,partnerships,SS,singular,singular,The student of the partnership in question,is,are,is,are,The student of the partnership in question is responsible for the decision.,1,1,4,4,6,7
agr_0319,319,of_in_question,be_present,student,students,partnership,partnerships,SP,singular,plural,The student of the partnerships in question,is,are,is,are,The student of the partnerships in question is responsible for the decision.,1,1,4,4,6,7
agr_0319,319,of_in_question,be_present,student,students,partnership,partnerships,PS,plural,singular,The students of the partnership in question,is,are,are,is,The students of the partnership in question are responsible for the decision.,1,1,4,4,6,7
agr_0319,319,of_in_question,be_present,student,students,partnership,partnerships,PP,plural,plural,The students of the partnerships in question,is,are,are,is,The students of the partnerships in question are responsible for the decision.,1,1,4,4,6,7
agr_0320,320,of_in_question,be_present,author,authors,school,schools,SS,singular,singular,The author of the school in question,is,are,is,are,The author of the school in question is responsible for the decision.,1,1,4,4,6,7
agr_0320,320,of_in_question,be_present,author,authors,school,schools,SP,singular,plural,The author of the schools in question,is,are,is,are,The author of the schools in question is responsible for the decision.,1,1,4,4,6,7
agr_0320,320,of_in_question,be_present,author,authors,school,schools,PS,plural,singular,The authors of the school in question,is,are,are,is,The authors of the school in question are responsible for the decision.,1,1,4,4,6,7
agr_0320,320,of_in_question,be_present,author,authors,school,schools,PP,plural,plural,The authors of the schools in question,is,are,are,is,The authors of the schools in question are responsible for the decision.,1,1,4,4,6,7
agr_0321,321,of_in_question,be_present,lawyer,lawyers,panel,panels,SS,singular,singular,The lawyer of the panel in question,is,are,is,are,The lawyer of the panel in question is responsible for the decision.,1,1,4,4,6,7
agr_0321,321,of_in_question,be_present,lawyer,lawyers,panel,panels,SP,singular,plural,The lawyer of the panels in question,is,are,is,are,The lawyer of the panels in question is responsible for the decision.,1,1,4,4,6,7
agr_0321,321,of_in_question,be_present,lawyer,lawyers,panel,panels,PS,plural,singular,The lawyers of the panel in question,is,are,are,is,The lawyers of the panel in question are responsible for the decision.,1,1,4,4,6,7
agr_0321,321,of_in_question,be_present,lawyer,lawyers,panel,panels,PP,plural,plural,The lawyers of the panels in question,is,are,are,is,The lawyers of the panels in question are responsible for the decision.,1,1,4,4,6,7
agr_0323,323,of_in_question,be_present,architect,architects,service,services,SS,singular,singular,The architect of the service in question,is,are,is,are,The architect of the service in question is responsible for the decision.,1,1,4,4,6,7
agr_0323,323,of_in_question,be_present,architect,architects,service,services,SP,singular,plural,The architect of the services in question,is,are,is,are,The architect of the services in question is responsible for the decision.,1,1,4,4,6,7
agr_0323,323,of_in_question,be_present,architect,architects,service,services,PS,plural,singular,The architects of the service in question,is,are,are,is,The architects of the service in question are responsible for the decision.,1,1,4,4,6,7
agr_0323,323,of_in_question,be_present,architect,architects,service,services,PP,plural,plural,The architects of the services in question,is,are,are,is,The architects of the services in question are responsible for the decision.,1,1,4,4,6,7
agr_0324,324,of_in_question,be_present,worker,workers,service,services,SS,singular,singular,The worker of the service in question,is,are,is,are,The worker of the service in question is responsible for the decision.,1,1,4,4,6,7
agr_0324,324,of_in_question,be_present,worker,workers,service,services,SP,singular,plural,The worker of the services in question,is,are,is,are,The worker of the services in question is responsible for the decision.,1,1,4,4,6,7
agr_0324,324,of_in_question,be_present,worker,workers,service,services,PS,plural,singular,The workers of the service in question,is,are,are,is,The workers of the service in question are responsible for the decision.,1,1,4,4,6,7
agr_0324,324,of_in_question,be_present,worker,workers,service,services,PP,plural,plural,The workers of the services in question,is,are,are,is,The workers of the services in question are responsible for the decision.,1,1,4,4,6,7
agr_0325,325,of_in_question,be_present,architect,architects,program,programs,SS,singular,singular,The architect of the program in question,is,are,is,are,The architect of the program in question is responsible for the decision.,1,1,4,4,6,7
agr_0325,325,of_in_question,be_present,architect,architects,program,programs,SP,singular,plural,The architect of the programs in question,is,are,is,are,The architect of the programs in question is responsible for the decision.,1,1,4,4,6,7
agr_0325,325,of_in_question,be_present,architect,architects,program,programs,PS,plural,singular,The architects of the program in question,is,are,are,is,The architects of the program in question are responsible for the decision.,1,1,4,4,6,7
agr_0325,325,of_in_question,be_present,architect,architects,program,programs,PP,plural,plural,The architects of the programs in question,is,are,are,is,The architects of the programs in question are responsible for the decision.,1,1,4,4,6,7
agr_0326,326,of_in_question,be_present,trainer,trainers,club,clubs,SS,singular,singular,The trainer of the club in question,is,are,is,are,The trainer of the club in question is responsible for the decision.,1,1,4,4,6,7
agr_0326,326,of_in_question,be_present,trainer,trainers,club,clubs,SP,singular,plural,The trainer of the clubs in question,is,are,is,are,The trainer of the clubs in question is responsible for the decision.,1,1,4,4,6,7
agr_0326,326,of_in_question,be_present,trainer,trainers,club,clubs,PS,plural,singular,The trainers of the club in question,is,are,are,is,The trainers of the club in question are responsible for the decision.,1,1,4,4,6,7
agr_0326,326,of_in_question,be_present,trainer,trainers,club,clubs,PP,plural,plural,The trainers of the clubs in question,is,are,are,is,The trainers of the clubs in question are responsible for the decision.,1,1,4,4,6,7
agr_0327,327,of_in_question,be_present,commissioner,commissioners,region,regions,SS,singular,singular,The commissioner of the region in question,is,are,is,are,The commissioner of the region in question is responsible for the decision.,1,1,4,4,6,7
agr_0327,327,of_in_question,be_present,commissioner,commissioners,region,regions,SP,singular,plural,The commissioner of the regions in question,is,are,is,are,The commissioner of the regions in question is responsible for the decision.,1,1,4,4,6,7
agr_0327,327,of_in_question,be_present,commissioner,commissioners,region,regions,PS,plural,singular,The commissioners of the region in question,is,are,are,is,The commissioners of the region in question are responsible for the decision.,1,1,4,4,6,7
agr_0327,327,of_in_question,be_present,commissioner,commissioners,region,regions,PP,plural,plural,The commissioners of the regions in question,is,are,are,is,The commissioners of the regions in question are responsible for the decision.,1,1,4,4,6,7
agr_0328,328,of_in_question,be_present,technician,technicians,team,teams,SS,singular,singular,The technician of the team in question,is,are,is,are,The technician of the team in question is responsible for the decision.,1,1,4,4,6,7
agr_0328,328,of_in_question,be_present,technician,technicians,team,teams,SP,singular,plural,The technician of the teams in question,is,are,is,are,The technician of the teams in question is responsible for the decision.,1,1,4,4,6,7
agr_0328,328,of_in_question,be_present,technician,technicians,team,teams,PS,plural,singular,The technicians of the team in question,is,are,are,is,The technicians of the team in question are responsible for the decision.,1,1,4,4,6,7
agr_0328,328,of_in_question,be_present,technician,technicians,team,teams,PP,plural,plural,The technicians of the teams in question,is,are,are,is,The technicians of the teams in question are responsible for the decision.,1,1,4,4,6,7
agr_0329,329,of_in_question,be_present,leader,leaders,centre,centres,SS,singular,singular,The leader of the centre in question,is,are,is,are,The leader of the centre in question is responsible for the decision.,1,1,4,4,6,7
agr_0329,329,of_in_question,be_present,leader,leaders,centre,centres,SP,singular,plural,The leader of the centres in question,is,are,is,are,The leader of the centres in question is responsible for the decision.,1,1,4,4,6,7
agr_0329,329,of_in_question,be_present,leader,leaders,centre,centres,PS,plural,singular,The leaders of the centre in question,is,are,are,is,The leaders of the centre in question are responsible for the decision.,1,1,4,4,6,7
agr_0329,329,of_in_question,be_present,leader,leaders,centre,centres,PP,plural,plural,The leaders of the centres in question,is,are,are,is,The leaders of the centres in question are responsible for the decision.,1,1,4,4,6,7
agr_0330,330,of_in_question,be_present,designer,designers,forum,forums,SS,singular,singular,The designer of the forum in question,is,are,is,are,The designer of the forum in question is responsible for the decision.,1,1,4,4,6,7
agr_0330,330,of_in_question,be_present,designer,designers,forum,forums,SP,singular,plural,The designer of the forums in question,is,are,is,are,The designer of the forums in question is responsible for the decision.,1,1,4,4,6,7
agr_0330,330,of_in_question,be_present,designer,designers,forum,forums,PS,plural,singular,The designers of the forum in question,is,are,are,is,The designers of the forum in question are responsible for the decision.,1,1,4,4,6,7
agr_0330,330,of_in_question,be_present,designer,designers,forum,forums,PP,plural,plural,The designers of the forums in question,is,are,are,is,The designers of the forums in question are responsible for the decision.,1,1,4,4,6,7
agr_0331,331,of_in_question,be_present,owner,owners,university,universities,SS,singular,singular,The owner of the university in question,is,are,is,are,The owner of the university in question is responsible for the decision.,1,1,4,4,6,7
agr_0331,331,of_in_question,be_present,owner,owners,university,universities,SP,singular,plural,The owner of the universities in question,is,are,is,are,The owner of the universities in question is responsible for the decision.,1,1,4,4,6,7
agr_0331,331,of_in_question,be_present,owner,owners,university,universities,PS,plural,singular,The owners of the university in question,is,are,are,is,The owners of the university in question are responsible for the decision.,1,1,4,4,6,7
agr_0331,331,of_in_question,be_present,owner,owners,university,universities,PP,plural,plural,The owners of the universities in question,is,are,are,is,The owners of the universities in question are responsible for the decision.,1,1,4,4,6,7
agr_0332,332,of_in_question,be_present,reporter,reporters,hospital,hospitals,SS,singular,singular,The reporter of the hospital in question,is,are,is,are,The reporter of the hospital in question is responsible for the decision.,1,1,4,4,6,7
agr_0332,332,of_in_question,be_present,reporter,reporters,hospital,hospitals,SP,singular,plural,The reporter of the hospitals in question,is,are,is,are,The reporter of the hospitals in question is responsible for the decision.,1,1,4,4,6,7
agr_0332,332,of_in_question,be_present,reporter,reporters,hospital,hospitals,PS,plural,singular,The reporters of the hospital in question,is,are,are,is,The reporters of the hospital in question are responsible for the decision.,1,1,4,4,6,7
agr_0332,332,of_in_question,be_present,reporter,reporters,hospital,hospitals,PP,plural,plural,The reporters of the hospitals in question,is,are,are,is,The reporters of the hospitals in question are responsible for the decision.,1,1,4,4,6,7
agr_0333,333,of_in_question,be_present,administrator,administrators,panel,panels,SS,singular,singular,The administrator of the panel in question,is,are,is,are,The administrator of the panel in question is responsible for the decision.,1,1,4,4,6,7
agr_0333,333,of_in_question,be_present,administrator,administrators,panel,panels,SP,singular,plural,The administrator of the panels in question,is,are,is,are,The administrator of the panels in question is responsible for the decision.,1,1,4,4,6,7
agr_0333,333,of_in_question,be_present,administrator,administrators,panel,panels,PS,plural,singular,The administrators of the panel in question,is,are,are,is,The administrators of the panel in question are responsible for the decision.,1,1,4,4,6,7
agr_0333,333,of_in_question,be_present,administrator,administrators,panel,panels,PP,plural,plural,The administrators of the panels in question,is,are,are,is,The administrators of the panels in question are responsible for the decision.,1,1,4,4,6,7
agr_0334,334,of_in_question,be_present,lecturer,lecturers,agency,agencies,SS,singular,singular,The lecturer of the agency in question,is,are,is,are,The lecturer of the agency in question is responsible for the decision.,1,1,4,4,6,7
agr_0334,334,of_in_question,be_present,lecturer,lecturers,agency,agencies,SP,singular,plural,The lecturer of the agencies in question,is,are,is,are,The lecturer of the agencies in question is responsible for the decision.,1,1,4,4,6,7
agr_0334,334,of_in_question,be_present,lecturer,lecturers,agency,agencies,PS,plural,singular,The lecturers of the agency in question,is,are,are,is,The lecturers of the agency in question are responsible for the decision.,1,2,5,5,7,8
agr_0334,334,of_in_question,be_present,lecturer,lecturers,agency,agencies,PP,plural,plural,The lecturers of the agencies in question,is,are,are,is,The lecturers of the agencies in question are responsible for the decision.,1,2,5,5,7,8
agr_0335,335,of_in_question,be_present,planner,planners,agency,agencies,SS,singular,singular,The planner of the agency in question,is,are,is,are,The planner of the agency in question is responsible for the decision.,1,1,4,4,6,7
agr_0335,335,of_in_question,be_present,planner,planners,agency,agencies,SP,singular,plural,The planner of the agencies in question,is,are,is,are,The planner of the agencies in question is responsible for the decision.,1,1,4,4,6,7
agr_0335,335,of_in_question,be_present,planner,planners,agency,agencies,PS,plural,singular,The planners of the agency in question,is,are,are,is,The planners of the agency in question are responsible for the decision.,1,1,4,4,6,7
agr_0335,335,of_in_question,be_present,planner,planners,agency,agencies,PP,plural,plural,The planners of the agencies in question,is,are,are,is,The planners of the agencies in question are responsible for the decision.,1,1,4,4,6,7
agr_0336,336,of_in_question,be_present,editor,editors,sector,sectors,SS,singular,singular,The editor of the sector in question,is,are,is,are,The editor of the sector in question is responsible for the decision.,1,1,4,4,6,7
agr_0336,336,of_in_question,be_present,editor,editors,sector,sectors,SP,singular,plural,The editor of the sectors in question,is,are,is,are,The editor of the sectors in question is responsible for the decision.,1,1,4,4,6,7
agr_0336,336,of_in_question,be_present,editor,editors,sector,sectors,PS,plural,singular,The editors of the sector in question,is,are,are,is,The editors of the sector in question are responsible for the decision.,1,1,4,4,6,7
agr_0336,336,of_in_question,be_present,editor,editors,sector,sectors,PP,plural,plural,The editors of the sectors in question,is,are,are,is,The editors of the sectors in question are responsible for the decision.,1,1,4,4,6,7
agr_0337,337,of_in_question,be_present,member,members,system,systems,SS,singular,singular,The member of the system in question,is,are,is,are,The member of the system in question is responsible for the decision.,1,1,4,4,6,7
agr_0337,337,of_in_question,be_present,member,members,system,systems,SP,singular,plural,The member of the systems in question,is,are,is,are,The member of the systems in question is responsible for the decision.,1,1,4,4,6,7
agr_0337,337,of_in_question,be_present,member,members,system,systems,PS,plural,singular,The members of the system in question,is,are,are,is,The members of the system in question are responsible for the decision.,1,1,4,4,6,7
agr_0337,337,of_in_question,be_present,member,members,system,systems,PP,plural,plural,The members of the systems in question,is,are,are,is,The members of the systems in question are responsible for the decision.,1,1,4,4,6,7
agr_0338,338,of_in_question,be_present,operator,operators,federation,federations,SS,singular,singular,The operator of the federation in question,is,are,is,are,The operator of the federation in question is responsible for the decision.,1,1,4,4,6,7
agr_0338,338,of_in_question,be_present,operator,operators,federation,federations,SP,singular,plural,The operator of the federations in question,is,are,is,are,The operator of the federations in question is responsible for the decision.,1,1,4,5,7,8
agr_0338,338,of_in_question,be_present,operator,operators,federation,federations,PS,plural,singular,The operators of the federation in question,is,are,are,is,The operators of the federation in question are responsible for the decision.,1,1,4,4,6,7
agr_0338,338,of_in_question,be_present,operator,operators,federation,federations,PP,plural,plural,The operators of the federations in question,is,are,are,is,The operators of the federations in question are responsible for the decision.,1,1,4,5,7,8
agr_0339,339,of_in_question,be_present,researcher,researchers,project,projects,SS,singular,singular,The researcher of the project in question,is,are,is,are,The researcher of the project in question is responsible for the decision.,1,1,4,4,6,7
agr_0339,339,of_in_question,be_present,researcher,researchers,project,projects,SP,singular,plural,The researcher of the projects in question,is,are,is,are,The researcher of the projects in question is responsible for the decision.,1,1,4,4,6,7
agr_0339,339,of_in_question,be_present,researcher,researchers,project,projects,PS,plural,singular,The researchers of the project in question,is,are,are,is,The researchers of the project in question are responsible for the decision.,1,1,4,4,6,7
agr_0339,339,of_in_question,be_present,researcher,researchers,project,projects,PP,plural,plural,The researchers of the projects in question,is,are,are,is,The researchers of the projects in question are responsible for the decision.,1,1,4,4,6,7
agr_0340,340,of_in_question,be_present,supervisor,supervisors,program,programs,SS,singular,singular,The supervisor of the program in question,is,are,is,are,The supervisor of the program in question is responsible for the decision.,1,1,4,4,6,7
agr_0340,340,of_in_question,be_present,supervisor,supervisors,program,programs,SP,singular,plural,The supervisor of the programs in question,is,are,is,are,The supervisor of the programs in question is responsible for the decision.,1,1,4,4,6,7
agr_0340,340,of_in_question,be_present,supervisor,supervisors,program,programs,PS,plural,singular,The supervisors of the program in question,is,are,are,is,The supervisors of the program in question are responsible for the decision.,1,1,4,4,6,7
agr_0340,340,of_in_question,be_present,supervisor,supervisors,program,programs,PP,plural,plural,The supervisors of the programs in question,is,are,are,is,The supervisors of the programs in question are responsible for the decision.,1,1,4,4,6,7
agr_0341,341,of_in_question,be_present,analyst,analysts,platform,platforms,SS,singular,singular,The analyst of the platform in question,is,are,is,are,The analyst of the platform in question is responsible for the decision.,1,1,4,4,6,7
agr_0341,341,of_in_question,be_present,analyst,analysts,platform,platforms,SP,singular,plural,The analyst of the platforms in question,is,are,is,are,The analyst of the platforms in question is responsible for the decision.,1,1,4,4,6,7
agr_0341,341,of_in_question,be_present,analyst,analysts,platform,platforms,PS,plural,singular,The analysts of the platform in question,is,are,are,is,The analysts of the platform in question are responsible for the decision.,1,1,4,4,6,7
agr_0341,341,of_in_question,be_present,analyst,analysts,platform,platforms,PP,plural,plural,The analysts of the platforms in question,is,are,are,is,The analysts of the platforms in question are responsible for the decision.,1,1,4,4,6,7
agr_0342,342,of_in_question,be_present,student,students,service,services,SS,singular,singular,The student of the service in question,is,are,is,are,The student of the service in question is responsible for the decision.,1,1,4,4,6,7
agr_0342,342,of_in_question,be_present,student,students,service,services,SP,singular,plural,The student of the services in question,is,are,is,are,The student of the services in question is responsible for the decision.,1,1,4,4,6,7
agr_0342,342,of_in_question,be_present,student,students,service,services,PS,plural,singular,The students of the service in question,is,are,are,is,The students of the service in question are responsible for the decision.,1,1,4,4,6,7
agr_0342,342,of_in_question,be_present,student,students,service,services,PP,plural,plural,The students of the services in question,is,are,are,is,The students of the services in question are responsible for the decision.,1,1,4,4,6,7
agr_0343,343,of_in_question,be_present,auditor,auditors,agency,agencies,SS,singular,singular,The auditor of the agency in question,is,are,is,are,The auditor of the agency in question is responsible for the decision.,1,1,4,4,6,7
agr_0343,343,of_in_question,be_present,auditor,auditors,agency,agencies,SP,singular,plural,The auditor of the agencies in question,is,are,is,are,The auditor of the agencies in question is responsible for the decision.,1,1,4,4,6,7
agr_0343,343,of_in_question,be_present,auditor,auditors,agency,agencies,PS,plural,singular,The auditors of the agency in question,is,are,are,is,The auditors of the agency in question are responsible for the decision.,1,2,5,5,7,8
agr_0343,343,of_in_question,be_present,auditor,auditors,agency,agencies,PP,plural,plural,The auditors of the agencies in question,is,are,are,is,The auditors of the agencies in question are responsible for the decision.,1,2,5,5,7,8
agr_0344,344,of_in_question,be_present,builder,builders,school,schools,SS,singular,singular,The builder of the school in question,is,are,is,are,The builder of the school in question is responsible for the decision.,1,1,4,4,6,7
agr_0344,344,of_in_question,be_present,builder,builders,school,schools,SP,singular,plural,The builder of the schools in question,is,are,is,are,The builder of the schools in question is responsible for the decision.,1,1,4,4,6,7
agr_0344,344,of_in_question,be_present,builder,builders,school,schools,PS,plural,singular,The builders of the school in question,is,are,are,is,The builders of the school in question are responsible for the decision.,1,1,4,4,6,7
agr_0344,344,of_in_question,be_present,builder,builders,school,schools,PP,plural,plural,The builders of the schools in question,is,are,are,is,The builders of the schools in question are responsible for the decision.,1,1,4,4,6,7
agr_0345,345,of_in_question,be_present,reporter,reporters,federation,federations,SS,singular,singular,The reporter of the federation in question,is,are,is,are,The reporter of the federation in question is responsible for the decision.,1,1,4,4,6,7
agr_0345,345,of_in_question,be_present,reporter,reporters,federation,federations,SP,singular,plural,The reporter of the federations in question,is,are,is,are,The reporter of the federations in question is responsible for the decision.,1,1,4,5,7,8
agr_0345,345,of_in_question,be_present,reporter,reporters,federation,federations,PS,plural,singular,The reporters of the federation in question,is,are,are,is,The reporters of the federation in question are responsible for the decision.,1,1,4,4,6,7
agr_0345,345,of_in_question,be_present,reporter,reporters,federation,federations,PP,plural,plural,The reporters of the federations in question,is,are,are,is,The reporters of the federations in question are responsible for the decision.,1,1,4,5,7,8
agr_0346,346,of_in_question,be_present,evaluator,evaluators,club,clubs,SS,singular,singular,The evaluator of the club in question,is,are,is,are,The evaluator of the club in question is responsible for the decision.,1,3,6,6,8,9
